"street","city","zip","lat","long","accuracy","status"
"1734 Bay Street #201","San Francisco",94123,37.803099,-122.43559,8,200
"1545 Beach Street","San Francisco",94123,37.804588,-122.434436,8,200
"400 Beale Street #804","San Francisco",94105,37.787459,-122.39117,8,200
"1545 Broadway #1A","San Francisco",94109,37.795566,-122.422365,8,200
"38 Bryant Street #501","San Francisco",94105,37.787466,-122.38898,8,200
"1800 Bryant Street #210","San Francisco",94110,37.764088,-122.410828,8,200
"900 Bush Street #1103","San Francisco",94109,37.789733,-122.412374,8,200
"2999 California Street #402","San Francisco",94115,37.787445,-122.443491,8,200
"2999 California Street #603","San Francisco",94115,37.787445,-122.443491,8,200
"3179 Cesar Chavez Street","San Francisco",94110,37.74787,-122.413105,8,200
"4317 Cesar Chavez Street","San Francisco",94131,37.746889,-122.436347,8,200
"139 Chaves Avenue","San Francisco",94127,37.741592,-122.453805,8,200
"175 Coleridge Street","San Francisco",94110,37.742949,-122.419961,8,200
"240 Colon Avenue","San Francisco",94112,37.730632,-122.455839,8,200
"393 Corbett Avenue #C","San Francisco",94114,37.759089,-122.445728,8,200
"219 Cumberland Street #2","San Francisco",94114,37.758611,-122.428652,8,200
"879 Dartmouth Street","San Francisco",94134,37.719876,-122.408859,8,200
"635 Detroit Street","San Francisco",94131,37.732751,-122.44459,8,200
"80 Diana Street","San Francisco",94124,37.730189,-122.396544,8,200
"2630 Divisadero Street","San Francisco",94123,37.793911,-122.441319,8,200
"3749 Divisadero Street","San Francisco",94123,37.804299,-122.443733,8,200
"77 Dow Place #504","San Francisco",94107,37.784563,-122.396374,8,200
"744 Duncan Street","San Francisco",94131,37.745747,-122.436758,8,200
"355 East Buena Vista Avenue #514W","San Francisco",94117,37.767305,-122.439918,8,200
"1154 Eddy Street #D","San Francisco",94109,37.782378,-122.426754,8,200
"656 Ellsworth Street","San Francisco",94110,37.73526,-122.415082,8,200
"1790 Eucalyptus Drive","San Francisco",94132,37.730864,-122.491098,8,200
"207 Faxon Avenue","San Francisco",94112,37.718396,-122.460505,8,200
"214 Faxon Avenue","San Francisco",94112,37.718534,-122.45996,8,200
"75 Folsom Street #1400","San Francisco",94105,37.790247,-122.390768,8,200
"75 Folsom Street #909","San Francisco",94105,37.790247,-122.390768,8,200
"201 Garfield Street","San Francisco",94132,37.719486,-122.464606,8,200
"444 Gold Mine Drive","San Francisco",94131,37.739209,-122.437221,8,200
"1438 Green Street #3A","San Francisco",94109,37.797775,-122.422745,8,200
"631 Greenwich Street","San Francisco",94133,37.802015,-122.410065,8,200
"41 Hancock Street","San Francisco",94114,37.76045,-122.429185,8,200
"201 Harrison Street #315","San Francisco",94105,37.788136,-122.390335,8,200
"2412 Harrison Street #214","San Francisco",94110,37.758645,-122.412457,8,200
"2941 Harrison Street","San Francisco",94110,37.750383,-122.411367,8,200
"700 Hayes Street","San Francisco",94102,37.776454,-122.428132,8,200
"715 Huron Avenue","San Francisco",94112,37.711802,-122.449557,8,200
"776 Huron Avenue","San Francisco",94112,37.711517,-122.450654,8,200
"610 Illinois Street #203","San Francisco",94107,37.763967,-122.388172,8,200
"875 La Playa Street #471","San Francisco",94121,37.771696,-122.510316,8,200
"40 Laidley Street","San Francisco",94131,37.741005,-122.431892,8,200
"123 Lakeshore Drive","San Francisco",94132,37.729689,-122.494711,8,200
"215 Lansdale Avenue","San Francisco",94127,37.73749,-122.459759,8,200
"500 Lansdale Avenue","San Francisco",94127,37.736111,-122.454235,8,200
"3940 Lawton Street","San Francisco",94122,37.756959,-122.50519,8,200
"56 Lucy Street","San Francisco",94124,37.730062,-122.393718,8,200
"75 Lyell Street","San Francisco",94112,37.731573,-122.431375,8,200
"1590 Lyon Street","San Francisco",94115,37.785368,-122.444817,8,200
"282 Marietta Drive","San Francisco",94127,37.739629,-122.445971,8,200
"2750 Market Street #202","San Francisco",94114,37.761727,-122.439125,8,200
"2001 McAllister Street #111","San Francisco",94118,37.776986,-122.444971,8,200
"160 Miraloma Drive","San Francisco",94127,37.736564,-122.46144,8,200
"1655 Mission Street #540","San Francisco",94103,37.771501,-122.419446,8,200
"3501 Moraga Street","San Francisco",94122,37.754913,-122.500408,8,200
"1156 Munich Street","San Francisco",94112,37.710991,-122.437065,8,200
"7 Nahua Avenue","San Francisco",94112,37.717076,-122.447263,8,200
"1743 Newcomb Avenue","San Francisco",94124,37.736557,-122.392658,8,200
"345 Oxford Street","San Francisco",94134,37.725675,-122.418855,8,200
"1481 Palou Avenue","San Francisco",94124,37.732521,-122.388873,8,200
"132 Panorama Drive","San Francisco",94131,37.747855,-122.451349,8,200
"2840 Pierce Street","San Francisco",94123,37.796355,-122.438398,8,200
"939 Plymouth Avenue","San Francisco",94112,37.718954,-122.456448,8,200
"885 Portola Drive","San Francisco",94127,37.743084,-122.454764,8,200
"1562 Portola Drive","San Francisco",94127,37.736818,-122.469539,8,200
"1359 Quesada Avenue","San Francisco",94124,37.729538,-122.38528,8,200
"2134 Revere Avenue","San Francisco",94124,37.737557,-122.40001,8,200
"1218 Rhode Island Street #6","San Francisco",94107,37.754442,-122.401566,8,200
"23 Roscoe Street","San Francisco",94110,37.734301,-122.418598,8,200
"118 Rousseau Street","San Francisco",94112,37.732832,-122.430466,8,200
"1233 Shrader Street","San Francisco",94117,37.763282,-122.451239,8,200
"140 South Van Ness Avenue #203","San Francisco",94103,37.771601,-122.418243,8,200
"140 South Van Ness Avenue #209","San Francisco",94103,37.771601,-122.418243,8,200
"140 South Van Ness Avenue #630","San Francisco",94103,37.771601,-122.418243,8,200
"140 South Van Ness Avenue #741","San Francisco",94103,37.771601,-122.418243,8,200
"137 Staples Avenue","San Francisco",94112,37.728841,-122.445223,8,200
"1801 Stockton Street","San Francisco",94133,37.802397,-122.409834,8,200
"856 Sunnydale Avenue","San Francisco",94134,37.710455,-122.410211,8,200
"479 Tehama Street #1","San Francisco",94103,37.779593,-122.405983,8,200
"2245 Turk Boulevard","San Francisco",94118,37.778429,-122.446079,8,200
"1885 Turk Street #1","San Francisco",94115,37.779336,-122.440006,8,200
"2601 Union Street","San Francisco",94123,37.796278,-122.442108,8,200
"2609 Union Street","San Francisco",94123,37.796236,-122.442421,8,200
"455 Vallejo Street #C","San Francisco",94133,37.799001,-122.404861,8,200
"601 Van Ness Avenue #12","San Francisco",94102,37.781099,-122.420697,8,200
"221 Victoria Street","San Francisco",94132,37.71491,-122.465584,8,200
"85 Webster Street","San Francisco",94117,37.77116,-122.428833,8,200
"1555 Yosemite Avenue #15","San Francisco",94124,37.726006,-122.391017,8,200
"754 17th Avenue","San Francisco",94121,37.773808,-122.475354,8,200
"2133 17th Avenue","San Francisco",94116,37.748074,-122.474229,8,200
"3118 18th Street #4","San Francisco",94110,37.76238,-122.4134,8,200
"1951 19th Avenue","San Francisco",94116,37.751371,-122.476603,8,200
"1808 20th Street","San Francisco",94107,37.759838,-122.399305,8,200
"1601 21st Avenue","San Francisco",94122,37.75772,-122.47915,8,200
"1851 21st Avenue","San Francisco",94122,37.7532,-122.478879,8,200
"135 23rd Avenue","San Francisco",94121,37.785136,-122.483283,8,200
"3832 23rd Street","San Francisco",94114,37.753238,-122.428364,8,200
"1355 29th Avenue","San Francisco",94122,37.762014,-122.488093,8,200
"1971 29th Avenue","San Francisco",94116,37.75058,-122.487291,8,200
"747 35th Avenue","San Francisco",94121,37.774882,-122.495439,8,200
"1222 36th Avenue","San Francisco",94122,37.764151,-122.495112,8,200
"1446 36th Avenue","San Francisco",94122,37.760015,-122.494838,8,200
"2682 36th Avenue","San Francisco",94116,37.737082,-122.493332,8,200
"485 37th Avenue","San Francisco",94121,37.779788,-122.497894,8,200
"1221 37th Avenue","San Francisco",94122,37.764143,-122.496844,8,200
"2259 38th Avenue","San Francisco",94116,37.744767,-122.49656,8,200
"2002 3rd Street #212","San Francisco",94107,37.76428,-122.388963,8,200
"1567 41st Avenue","San Francisco",94122,37.757543,-122.500677,8,200
"762 42nd Avenue","San Francisco",94121,37.774311,-122.502253,8,200
"2370 43rd Avenue","San Francisco",94116,37.74249,-122.501115,8,200
"2411 47th Avenue","San Francisco",94116,37.741429,-122.505978,8,200
"342 4th Avenue","San Francisco",94118,37.782228,-122.461894,8,200
"795 8th Avenue #204","San Francisco",94118,37.773638,-122.466253,8,200
"1975 9th Avenue","San Francisco",94116,37.75146,-122.465763,8,200
"345 Allison Street","San Francisco",94112,37.71072,-122.440597,8,200
"5355 Anza Street","San Francisco",94121,37.777013,-122.505858,8,200
"446 Arch Street","San Francisco",94132,37.718765,-122.46687,8,200
"776 Arkansas Street","San Francisco",94107,37.756325,-122.398183,8,200
"62 Avila Street","San Francisco",94123,37.801128,-122.440233,8,200
"300 Beale Street #405","San Francisco",94105,37.788714,-122.392714,8,200
"400 Beale Street #1105","San Francisco",94105,37.787459,-122.39117,8,200
"400 Beale Street #1108","San Francisco",94105,37.787459,-122.39117,8,200
"400 Beale Street #2201","San Francisco",94105,37.787459,-122.39117,8,200
"185 Belgrave Avenue","San Francisco",94117,37.759271,-122.451302,8,200
"188 Beulah Street #2","San Francisco",94117,37.767326,-122.452962,8,200
"229 Brannan Street #5C","San Francisco",94107,37.782863,-122.390787,8,200
"676 Brunswick Street","San Francisco",94112,37.709413,-122.447221,8,200
"900 Bush Street #816","San Francisco",94109,37.789733,-122.412374,8,200
"11 Cameo Way","San Francisco",94131,37.745682,-122.444131,8,200
"2115 Castro Street","San Francisco",94131,37.744653,-122.43312,8,200
"3982 Cesar Chavez Street","San Francisco",94131,37.747836,-122.428828,8,200
"512 Chenery Street","San Francisco",94131,37.735501,-122.430746,8,200
"80 Clarendon Avenue","San Francisco",94114,37.758984,-122.450877,8,200
"66 Cleary Court #304","San Francisco",94109,37.784481,-122.427058,8,200
"745 Clement Street #303","San Francisco",94118,37.782842,-122.467274,8,200
"1324 Clement Street","San Francisco",94118,37.782773,-122.473617,8,200
"469 Clementina Street #4","San Francisco",94103,37.779336,-122.405351,8,200
"656 Cole Street","San Francisco",94117,37.768808,-122.450567,8,200
"1 Daniel Burnham Court #914","San Francisco",94109,37.786958,-122.422532,8,200
"786 Dartmouth Street","San Francisco",94134,37.720896,-122.409783,8,200
"566 Dewey Boulevard","San Francisco",94116,37.744546,-122.46314,8,200
"40 Diamond Street","San Francisco",94114,37.761604,-122.437599,8,200
"116 Divisadero Street #101","San Francisco",94117,37.769337,-122.436296,8,200
"1325 Divisadero Street #206","San Francisco",94115,37.781898,-122.439543,8,200
"3555 Divisadero Street","San Francisco",94123,37.802527,-122.443353,8,200
"77 Dow Place #303","San Francisco",94107,37.784563,-122.396374,8,200
"77 Dow Place #308","San Francisco",94107,37.784563,-122.396374,8,200
"195 Dublin Street","San Francisco",94112,37.716977,-122.427241,8,200
"760 Duboce Avenue","San Francisco",94117,37.769056,-122.436185,8,200
"1186 Eddy Street #B","San Francisco",94109,37.782323,-122.427181,8,200
"11 Edgar Place","San Francisco",94112,37.720768,-122.452406,8,200
"755 El Camino Del Mar","San Francisco",94121,37.785871,-122.491425,8,200
"668 Elizabeth Street","San Francisco",94114,37.75201,-122.435763,8,200
"522 Ellington Avenue","San Francisco",94112,37.710973,-122.448693,8,200
"82 Ellsworth Street","San Francisco",94110,37.74188,-122.414609,8,200
"168 Eureka Street","San Francisco",94114,37.759592,-122.438477,8,200
"164 Farragut Avenue","San Francisco",94112,37.71198,-122.451499,8,200
"645 Faxon Avenue","San Francisco",94112,37.725342,-122.460151,8,200
"591 Fell Street","San Francisco",94102,37.775137,-122.427423,8,200
"2084 Fell Street","San Francisco",94117,37.772219,-122.452135,8,200
"1338 Filbert Street #1","San Francisco",94109,37.800111,-122.421504,8,200
"755 Fillmore Street","San Francisco",94117,37.776586,-122.431513,8,200
"855 Folsom Street #124","San Francisco",94107,37.780951,-122.402502,8,200
"3826 Folsom Street","San Francisco",94110,37.738495,-122.413534,8,200
"2111 Franklin Street #1","San Francisco",94109,37.793929,-122.424924,8,200
"836 Garfield Street","San Francisco",94132,37.719833,-122.470521,8,200
"645 Haight Street #12","San Francisco",94117,37.771518,-122.432813,8,200
"469 Harvard Street","San Francisco",94134,37.723962,-122.419235,8,200
"265 Hazelwood Avenue","San Francisco",94127,37.73233,-122.455327,8,200
"51 Jersey Street","San Francisco",94114,37.750978,-122.42626,8,200
"3638 Judah Street","San Francisco",94122,37.760877,-122.501294,8,200
"435 Justin Drive","San Francisco",94112,37.73195,-122.424159,8,200
"24 Kent Street","San Francisco",94133,37.800412,-122.412986,8,200
"7 Kiska Road","San Francisco",94124,37.72975,-122.375091,8,200
"681 Lakeview Avenue","San Francisco",94112,37.718028,-122.458499,8,200
"37 Liberty Street","San Francisco",94110,37.75766,-122.422171,8,200
"145 Marlin Court #61","San Francisco",94124,37.726948,-122.372875,8,200
"141 Maynard Street","San Francisco",94112,37.72955,-122.42738,8,200
"2001 McAllister Street #113","San Francisco",94118,37.776986,-122.444971,8,200
"2001 McAllister Street #154","San Francisco",94118,37.776986,-122.444971,8,200
"2001 McAllister Street #246","San Francisco",94118,37.776986,-122.444971,8,200
"2001 McAllister Street #248","San Francisco",94118,37.776986,-122.444971,8,200
"14 McCarthy Avenue","San Francisco",94134,37.710445,-122.414166,8,200
"683 Miramar Avenue","San Francisco",94112,37.729183,-122.458519,8,200
"246 Missouri Street","San Francisco",94107,37.763271,-122.396595,8,200
"15 Moncada Way","San Francisco",94127,37.725981,-122.469293,8,200
"2209 Moraga Street","San Francisco",94122,37.755425,-122.486502,8,200
"348 Niagara Avenue","San Francisco",94112,37.719286,-122.44656,8,200
"2200 Pacific Avenue #9D","San Francisco",94115,37.793994,-122.431812,8,200
"627 Precita Avenue","San Francisco",94110,37.747925,-122.409001,8,200
"9 Prospect Avenue","San Francisco",94110,37.745297,-122.417267,8,200
"2049 Quesada Avenue","San Francisco",94124,37.736834,-122.398105,8,200
"2135 Quesada Avenue","San Francisco",94124,37.73778,-122.399808,8,200
"701 Quintara Street","San Francisco",94116,37.748633,-122.473084,8,200
"524 Rhode Island Street","San Francisco",94107,37.763088,-122.402722,8,200
"972 Rutland Street","San Francisco",94134,37.710366,-122.408721,8,200
"150 Rutledge Street","San Francisco",94110,37.745559,-122.407007,8,200
"2200 Sacramento Street #201","San Francisco",94115,37.790681,-122.429498,8,200
"2200 Sacramento Street #301","San Francisco",94115,37.790681,-122.429498,8,200
"2201 Sacramento Street #302","San Francisco",94115,37.790201,-122.429281,8,200
"199 Sadowa Street","San Francisco",94112,37.7121,-122.458869,8,200
"42 Salmon Street","San Francisco",94133,37.796723,-122.412512,8,200
"308 Sanchez Street","San Francisco",94114,37.764136,-122.431133,8,200
"64 Sharon Street","San Francisco",94114,37.765002,-122.430145,8,200
"275 Shipley Street","San Francisco",94107,37.778479,-122.404278,8,200
"493 Silver Avenue","San Francisco",94112,37.728867,-122.426199,8,200
"2211 Silver Avenue","San Francisco",94124,37.736665,-122.398384,8,200
"140 South Van Ness Avenue #415","San Francisco",94103,37.771601,-122.418243,8,200
"140 South Van Ness Avenue #541","San Francisco",94103,37.771601,-122.418243,8,200
"140 South Van Ness Avenue #619","San Francisco",94103,37.771601,-122.418243,8,200
"140 South Van Ness Avenue #635","San Francisco",94103,37.771601,-122.418243,8,200
"39 Starview Way","San Francisco",94131,37.750278,-122.451849,8,200
"87 Stoneyford Avenue","San Francisco",94112,37.729569,-122.421025,8,200
"246 Tingley Street","San Francisco",94112,37.73054,-122.435133,8,200
"235 Topeka Avenue","San Francisco",94124,37.732887,-122.396794,8,200
"1777 Vallejo Street","San Francisco",94123,37.796111,-122.42638,8,200
"113 Valley Street","San Francisco",94131,37.74435,-122.425124,8,200
"266 Waller Street","San Francisco",94102,37.77171,-122.428113,8,200
"21 Walter Street","San Francisco",94114,37.768804,-122.432144,8,200
"1800 Washington Street #515","San Francisco",94109,37.793041,-122.422988,8,200
"124 Woodland Avenue","San Francisco",94117,37.762032,-122.453153,8,200
"755 10th Avenue","San Francisco",94118,37.77411,-122.46841,8,200
"1478 12th Avenue","San Francisco",94122,37.760603,-122.468964,8,200
"710 17th Avenue","San Francisco",94121,37.774559,-122.475473,8,200
"4366 17th Street","San Francisco",94114,37.762266,-122.442269,8,200
"2630 18th Avenue","San Francisco",94116,37.738758,-122.473993,8,200
"2600 18th Street #2","San Francisco",94110,37.761901,-122.408213,8,200
"139 19th Avenue","San Francisco",94121,37.785203,-122.478983,8,200
